2278,墨藻奢享套装,http://www.givenchybeauty.cn/2012/12/13/墨藻奢享套装/
2165,墨藻珍萃柔肤水,http://www.givenchybeauty.cn/2012/10/31/墨藻珍萃柔肤水/
2149,墨藻珍萃蕾丝面膜,http://www.givenchybeauty.cn/2012/10/31/墨藻珍萃蕾丝面膜/
2119,精致小颜 V 脸底妆制胜,http://www.givenchybeauty.cn/2012/10/19/精致小颜-v脸底妆制胜/
2097,高级定制系列睫毛膏,http://www.givenchybeauty.cn/2012/10/18/高级定制系列睫毛膏/
2046,电光幻影四色眼影,http://www.givenchybeauty.cn/2012/09/29/电光幻影四色眼影-2/
2032,大丽诺浓香水,http://www.givenchybeauty.cn/2012/09/29/大丽诺浓香水/
2051,滋养修护粉底液,http://www.givenchybeauty.cn/2012/09/29/滋养修护粉底液-2/
2027,墨藻珍萃系列新品,http://www.givenchybeauty.cn/2012/09/29/墨藻珍萃面霜-2/
2037,笑卓欢颜精华乳,http://www.givenchybeauty.cn/2012/09/29/笑卓欢颜精华乳-2/
2016,大丽诺淡香水,http://www.givenchybeauty.cn/2012/09/28/大丽诺浓香氛-3/
2013,大丽诺淡香水,http://www.givenchybeauty.cn/2012/09/28/大丽诺浓香氛/
2010,大丽诺淡香水,http://www.givenchybeauty.cn/2012/09/28/大丽诺浓香氛-2/
2007,大丽诺浓香水,http://www.givenchybeauty.cn/2012/09/28/大丽诺淡香氛-3/
2004,大丽诺浓香水,http://www.givenchybeauty.cn/2012/09/28/大丽诺淡香氛/
2001,大丽诺浓香水,http://www.givenchybeauty.cn/2012/09/28/大丽诺淡香氛-2/
1922,电光幻影四色眼影,http://www.givenchybeauty.cn/2012/09/28/电光幻影四色眼影/
1892,抗皱密集修复面贴膜,http://www.givenchybeauty.cn/2012/09/21/抗皱密集修复面贴膜/
1896,细纹修复凝胶,http://www.givenchybeauty.cn/2012/09/21/细纹修复凝胶/
1546,焕颜美肌美容液 ,http://www.givenchybeauty.cn/2012/09/18/焕颜美肌美容液/
1559,焕颜美肌精华液 ,http://www.givenchybeauty.cn/2012/09/18/焕颜美肌精华液-3/
1568,焕颜美肌眼部精华乳 ,http://www.givenchybeauty.cn/2012/09/18/焕颜美肌眼部精华乳/
1573,广角炫翘睫毛膏卷翘型,http://www.givenchybeauty.cn/2012/09/18/炫翘睫毛膏卷翘型/
1575,焕颜美肌乳液 ,http://www.givenchybeauty.cn/2012/09/18/焕颜美肌乳液/
1583,墨藻珍萃精华乳 ,http://www.givenchybeauty.cn/2012/09/18/墨藻珍萃精华乳/
1584,广角炫翘睫毛膏纤长型,http://www.givenchybeauty.cn/2012/09/18/广角炫翘睫毛膏纤长型/
1587,墨藻珍萃眼霜 ,http://www.givenchybeauty.cn/2012/09/18/墨藻珍萃眼霜/
1592,广角炫翘睫毛膏防水型,http://www.givenchybeauty.cn/2012/09/18/广角炫翘睫毛膏防水型/
1595,墨藻珍萃面霜 ,http://www.givenchybeauty.cn/2012/09/18/墨藻珍萃面霜/
1601,魅彩眼线笔,http://www.givenchybeauty.cn/2012/09/18/魅彩眼线笔/
1607,修护调理水 ,http://www.givenchybeauty.cn/2012/09/18/修护调理水/
1608,眼线液,http://www.givenchybeauty.cn/2012/09/18/眼线液/
1612,完美全效精华素 ,http://www.givenchybeauty.cn/2012/09/18/完美全效精华素/
1616,定型眉笔,http://www.givenchybeauty.cn/2012/09/18/定型眉笔/
1621,魅彩眉笔,http://www.givenchybeauty.cn/2012/09/18/魅彩眉笔/
1622,修护密集护理精华液 ,http://www.givenchybeauty.cn/2012/09/18/修护密集护理精华液/
1627,完美活肤眼霜（日间/夜间）,http://www.givenchybeauty.cn/2012/09/18/完美活肤眼霜（日间夜间）/
1630,丝润唇膏,http://www.givenchybeauty.cn/2012/09/18/丝润唇膏/
1633,完美活肤全效乳霜 ,http://www.givenchybeauty.cn/2012/09/18/完美活肤全效乳霜/
1638,炫亮唇膏,http://www.givenchybeauty.cn/2012/09/18/炫亮唇膏/
1642,完美活肤全效晚霜,http://www.givenchybeauty.cn/2012/09/18/完美活动全效晚霜/
1646,盈采唇蜜,http://www.givenchybeauty.cn/2012/09/18/盈采唇蜜/
1653,晶采唇蜜,http://www.givenchybeauty.cn/2012/09/18/晶采唇蜜/
1654,笑卓欢颜精华乳 ,http://www.givenchybeauty.cn/2012/09/18/笑卓欢颜精华乳/
1662,粉底刷,http://www.givenchybeauty.cn/2012/09/18/粉底刷/
1665,蜜粉刷,http://www.givenchybeauty.cn/2012/09/18/蜜粉刷/
1668,腮红刷,http://www.givenchybeauty.cn/2012/09/18/腮红刷/
1669,笑卓欢颜眼霜 ,http://www.givenchybeauty.cn/2012/09/18/笑卓欢颜眼霜/
1672,腮红蜜粉多用刷,http://www.givenchybeauty.cn/2012/09/18/腮红蜜粉多用刷/
1677,净白洁肤乳 ,http://www.givenchybeauty.cn/2012/09/18/净白洁肤乳/
1682,净白爽肤水 ,http://www.givenchybeauty.cn/2012/09/18/净白爽肤水/
1685,净白柔肤水 ,http://www.givenchybeauty.cn/2012/09/18/净白柔肤水/
1688,净白精华露 ,http://www.givenchybeauty.cn/2012/09/18/净白精华露/
1691,净白盈采密集护理精华液 ,http://www.givenchybeauty.cn/2012/09/18/净白盈采密集护理精华液/
1694,净白盈采明眸笔 ,http://www.givenchybeauty.cn/2012/09/18/净白盈采明眸笔/
1697,净白盈采修护晚霜 ,http://www.givenchybeauty.cn/2012/09/18/净白盈采修护晚霜/
1700,净白盈采亮妍乳SPF20 ,http://www.givenchybeauty.cn/2012/09/18/净白盈采亮妍乳spf20/
1703,净白防晒乳SPF 50/PA+++ ,http://www.givenchybeauty.cn/2012/09/18/净白防晒乳spf-50pa/
1706,净白盈采净肤面膜 ,http://www.givenchybeauty.cn/2012/09/18/净白盈采净肤面膜/
1709,水漾活妍调理水 ,http://www.givenchybeauty.cn/2012/09/18/水漾活妍调理水/
1712,水漾活妍保湿精华素 ,http://www.givenchybeauty.cn/2012/09/18/水漾活妍保湿精华素/
1716,水漾活妍眼霜 ,http://www.givenchybeauty.cn/2012/09/18/水漾活妍眼霜/
1719,水漾活妍清爽乳液 ,http://www.givenchybeauty.cn/2012/09/18/水漾活妍清爽乳液/
1722,水漾活妍清爽乳霜 ,http://www.givenchybeauty.cn/2012/09/18/水漾活妍清爽乳霜/
1725,水漾活妍滋润乳霜 ,http://www.givenchybeauty.cn/2012/09/18/水漾活妍滋润乳霜/
1729,水漾活妍保湿面膜,http://www.givenchybeauty.cn/2012/09/18/水漾活妍保湿面膜/
1733,水漾活妍护唇霜 ,http://www.givenchybeauty.cn/2012/09/18/水漾活妍护唇霜/
1740,紧致眼部精华露 ,http://www.givenchybeauty.cn/2012/09/18/紧致眼部精华露-2/
1743,紧致面膜 ,http://www.givenchybeauty.cn/2012/09/18/紧致面膜/
1746,轻柔眼部卸妆液,http://www.givenchybeauty.cn/2012/09/18/轻柔眼部卸妆液/
1749,眼部双重卸妆液,http://www.givenchybeauty.cn/2012/09/18/眼部双重卸妆液/
1765,洁肤卸妆乳,http://www.givenchybeauty.cn/2012/09/18/洁肤卸妆乳/
1768,洁肤卸妆精华露,http://www.givenchybeauty.cn/2012/09/18/洁肤卸妆精华露/
1771,洁肤泡沫乳,http://www.givenchybeauty.cn/2012/09/18/洁肤泡沫乳/
1774,保湿柔肤水,http://www.givenchybeauty.cn/2012/09/18/保湿柔肤水/
1777,均衡爽肤水,http://www.givenchybeauty.cn/2012/09/18/均衡爽肤水/
1780,柔和去角质霜,http://www.givenchybeauty.cn/2012/09/18/柔和去角质霜/
1783,柔润定妆喷雾,http://www.givenchybeauty.cn/2012/09/18/柔润定妆喷雾/
1786,瞬间毛孔紧致精华露,http://www.givenchybeauty.cn/2012/09/18/瞬间毛孔紧致精华露/
1789,澄净亮颜面膜,http://www.givenchybeauty.cn/2012/09/18/澄净亮颜面膜/
1792,男士新生去角质霜,http://www.givenchybeauty.cn/2012/09/18/男士新生去角质霜/
1795,男士密集舒缓眼霜,http://www.givenchybeauty.cn/2012/09/18/男士密集舒缓眼霜/
1798,男士全效抗皱霜,http://www.givenchybeauty.cn/2012/09/18/男士全效抗皱霜/
1801,飞翘睫毛膏,http://www.givenchybeauty.cn/2012/09/18/飞翘睫毛膏/
1556,幻变四色眼影,http://www.givenchybeauty.cn/2012/09/18/幻变四色眼影/
1564,幻变眼影,http://www.givenchybeauty.cn/2012/09/18/幻变眼影/
1531,轻盈无痕明星散粉,http://www.givenchybeauty.cn/2012/09/18/轻盈无痕明星散粉-4/
1536,幻影四宫格粉饼,http://www.givenchybeauty.cn/2012/09/18/幻影四宫格粉饼/
1541,幻影九宫格粉饼,http://www.givenchybeauty.cn/2012/09/18/幻影九宫格粉饼/
1544,幻影四宫格腮红,http://www.givenchybeauty.cn/2012/09/18/幻影四宫格腮红/
1550,亮颜遮瑕笔,http://www.givenchybeauty.cn/2012/09/18/亮颜遮瑕笔/
1521,魅彩粉饼,http://www.givenchybeauty.cn/2012/09/18/魅彩粉饼/
1526,哑光粉饼,http://www.givenchybeauty.cn/2012/09/18/哑光粉饼/
1500,感光皙颜清透粉底液,http://www.givenchybeauty.cn/2012/09/18/感光皙颜清透粉底液/
1506,感光皙颜粉底液,http://www.givenchybeauty.cn/2012/09/18/感光皙颜粉底液-2/
1512,滋养修护粉底液,http://www.givenchybeauty.cn/2012/09/18/滋养修护粉底液/
1518,魔幻哑光底液,http://www.givenchybeauty.cn/2012/09/18/魔幻哑光底液/
1494,亮采粉底液,http://www.givenchybeauty.cn/2012/09/18/亮采粉底液/
1439,金派香水 ,http://www.givenchybeauty.cn/2012/09/17/金派香水/
1442,新派香氛 ,http://www.givenchybeauty.cn/2012/09/17/新派香氛/
1446,蓝绅士香氛 ,http://www.givenchybeauty.cn/2012/09/17/蓝绅士香氛/
1449,海洋香榭中性香水 ,http://www.givenchybeauty.cn/2012/09/17/海洋香榭中性香水/
1452,“玩转”男士香水 ,http://www.givenchybeauty.cn/2012/09/17/“玩转”男士香水/
1455,玩转激情男士香水  ,http://www.givenchybeauty.cn/2012/09/17/玩转激情男士香水/
1458,魅幻天使 灿若晨曦香水 ,http://www.givenchybeauty.cn/2012/09/17/魅幻天使-灿若晨曦香水/
1461,都市新贵淡香水 ,http://www.givenchybeauty.cn/2012/09/17/都市新贵淡香水/
1464,迷雾花园淡香水 ,http://www.givenchybeauty.cn/2012/09/17/迷雾花园淡香水/
1467,女神香水 ,http://www.givenchybeauty.cn/2012/09/17/女神香水/
1470,粉红魅力香水 ,http://www.givenchybeauty.cn/2012/09/17/粉红魅力香水/
1473,玩钻粉晶香水 ,http://www.givenchybeauty.cn/2012/09/17/玩钻粉晶香水/
1477,玩钻紫晶香水 ,http://www.givenchybeauty.cn/2012/09/17/玩钻紫晶香水/
1230,魅惑对香,http://www.givenchybeauty.cn/2012/07/25/魅惑对香/
1228,都会对香,http://www.givenchybeauty.cn/2012/07/25/都会对香/
1226,玩转对香,http://www.givenchybeauty.cn/2012/07/25/玩转对香-2/
1224,魅幻天使灿若晨曦,http://www.givenchybeauty.cn/2012/07/25/魅幻天使灿若晨曦/
1220,玩转 男士,http://www.givenchybeauty.cn/2012/07/25/玩转-男士/
1218,焕颜“膜”术,http://www.givenchybeauty.cn/2012/07/25/焕颜“膜”术-2/
1210,精致柔光 法兰西风情,http://www.givenchybeauty.cn/2012/07/25/精致柔光-法兰西风情/
1205,禁忌之吻 丝润唇膏,http://www.givenchybeauty.cn/2012/07/25/禁忌之吻-丝润唇膏/
1202,焕颜美肌系列,http://www.givenchybeauty.cn/2012/07/25/焕颜美肌精华液/
1200,净白盈采隔离乳,http://www.givenchybeauty.cn/2012/07/25/净白盈采隔离乳/
1187,广角炫翘睫毛膏（纤长型）,http://www.givenchybeauty.cn/2012/07/25/广角炫翘睫毛膏（纤长型）/
